intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes
1429000,0.00679137319760092,0.6410946612830866,0.00679137319760092,0.0031297653247131523,4.218334499650105,3.0,11.312034613947409,/data/namlhs/StrainDB_CRC/sourmash/database/fuso_db.zip,GCF_037889005.1,1019ebac3837605891d94eeca3a69af9,0.6410946612830866,1429000,0,809000,test_fastq/SRR6915115_2.fastq.gz,test_fastq/SRR6915115,4443ff2d,210414000,31,DNA,1000,210414,True,0.8512618063000128,0.9857611147914047,0.9185114605457088,0.9857611147914047,False,6028,6028,1926023
509000,0.0024190405581377664,0.11978971085242208,0.0015160588173790718,0.0003328101481654165,2.0094043887147337,1.0,1.7802220519750076,/data/namlhs/StrainDB_CRC/sourmash/database/fuso_db.zip,GCF_037897545.1,7d1af8869042896e2aa34e8f0f8cc5d7,0.19113781449493053,319000,1,490000,test_fastq/SRR6915115_2.fastq.gz,test_fastq/SRR6915115,4443ff2d,210414000,31,DNA,1000,210414,True,0.823382044179997,0.9480202907589123,0.8857011674694546,0.9480202907589123,False,641,6669,1926023
1324000,0.006292356972444799,0.03892455858747994,0.00046099594133470204,0.0001671838809816913,3.3195876288659796,2.0,3.1313064753104545,/data/namlhs/StrainDB_CRC/sourmash/database/fuso_db.zip,GCF_001510735.1,b9d8e28a7e9436da892656b0fb79bc28,0.5313001605136437,97000,2,393000,test_fastq/SRR6915115_2.fastq.gz,test_fastq/SRR6915115,4443ff2d,210414000,31,DNA,1000,210414,True,0.8491687024255363,0.9798057827238797,0.914487242574708,0.9798057827238797,False,322,6991,1926023
502000,0.0023857728097940252,0.03098827470686767,0.0003516876253481232,6.490057491525283e-05,1.6891891891891893,1.0,1.2512229226022389,/data/namlhs/StrainDB_CRC/sourmash/database/fuso_db.zip,GCF_028743415.1,d13f9951f183648660aec2fcf9110c85,0.2102177554438861,74000,3,319000,test_fastq/SRR6915115_2.fastq.gz,test_fastq/SRR6915115,4443ff2d,210414000,31,DNA,1000,210414,True,0.8230143163314497,0.9509345475214249,0.8869744319264373,0.9509345475214249,False,125,7116,1926023
